datetime,cellobject,DL_PRB_UTIL_NUM,DL_PRB_UTIL_DENOM,site,sector,sitesector,sitebeam,beam
2024_07_11_12_00,1011A-DMM-73B,8.6067,74.9997,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_12_00,1011A-DMM-73C,11.0282,74.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-21,19.2647,99.8609,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-CMM-22,9.8469,99.8608,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-CMM-23,19.2851,99.8607,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-CMM-71,7.0838,74.8957,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-CMM-72,9.8642,74.8956,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-CMM-73,8.0205,74.8955,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-DLC-51,8.6107,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-DLC-52,20.6593,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-DLC-53,7.9382,39.9444,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-DLD-11,38.1843,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-DLD-12,31.9085,99.8611,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-DLD-13,40.1627,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-DMM-21,13.1092,99.8609,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-DMM-22,7.6731,99.8609,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-DMM-23,18.0107,99.8607,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-DMM-71,8.5995,74.8957,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_13_00,1011A-DMM-72,17.7596,74.8956,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_13_00,1011A-DMM-73,10.5121,74.8955,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_13_00,1011A-CMM-21A,9.5762,99.8609,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-21B,12.1383,99.8609,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-21C,8.5145,99.8609,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-22A,8.2967,99.8608,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-22B,7.3585,99.8608,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-22C,50.1613,99.8608,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-23A,12.2251,99.8607,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-23B,9.5208,99.8607,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-23C,40.5337,99.8607,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-71A,9.3681,74.8957,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-71B,9.9283,74.8957,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-71C,5.8492,74.8957,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-72A,8.5103,74.8956,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-72B,9.608,74.8956,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-72C,23.2286,74.8956,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_13_00,1011A-CMM-73A,5.2957,74.8955,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_13_00,1011A-CMM-73B,4.5825,74.8955,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_13_00,1011A-CMM-73C,19.2057,74.8955,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-21A,13.5881,99.8609,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-21B,14.3254,99.8609,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-21C,7.937,99.8609,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-22A,8.1269,99.8608,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-22B,7.2358,99.8608,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-22C,42.8835,99.8608,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-23A,10.5044,99.8607,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-23B,5.0003,99.8607,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-23C,19.5893,99.8607,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-71A,10.4793,74.8957,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-71B,15.8633,74.8957,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-71C,9.3578,74.8957,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-72A,9.7354,74.8956,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-72B,11.1555,74.8956,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-72C,21.0724,74.8956,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_13_00,1011A-DMM-73A,8.612,74.8955,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_13_00,1011A-DMM-73B,7.8316,74.8955,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_13_00,1011A-DMM-73C,19.4883,74.8955,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-21,22.517,99.9996,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-CMM-22,5.3917,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-CMM-23,17.824,99.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-CMM-71,7.984,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-CMM-72,8.7098,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-CMM-73,11.4359,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-DLC-51,10.1917,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-DLC-52,10.9335,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-DLC-53,8.0514,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-DLD-11,47.4939,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-DLD-12,27.2024,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-DLD-13,37.4783,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-DMM-21,20.4404,99.9997,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-DMM-22,8.2938,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-DMM-23,18.9355,99.9996,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-DMM-71,7.1416,74.9997,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_14_00,1011A-DMM-72,14.9312,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_14_00,1011A-DMM-73,12.4478,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_14_00,1011A-CMM-21A,12.0992,99.9997,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-21B,22.2035,99.9997,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_14_00,1011A-CMM-21C,9.1632,99.9997,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-22A,7.4484,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-22B,4.9093,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_14_00,1011A-CMM-22C,53.8445,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-23A,18.9147,99.9997,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-23B,9.4333,99.9997,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_14_00,1011A-CMM-23C,26.4856,99.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-71A,7.9368,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-71B,7.3849,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_14_00,1011A-CMM-71C,7.7568,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-72A,12.6043,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-72B,9.0633,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_14_00,1011A-CMM-72C,24.2703,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-73A,7.128,74.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_14_00,1011A-CMM-73C,15.3757,74.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-21A,8.4544,99.9997,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-21B,27.2013,99.9997,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-21C,7.0284,99.9997,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-22A,11.1192,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-22B,5.8352,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-22C,53.1398,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-23A,12.6518,99.9996,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-23B,7.0736,99.9996,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-23C,19.9936,99.9996,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-71A,6.9048,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-71B,9.5415,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-71C,17.877,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-72A,8.0323,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-72B,13.6518,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-72C,20.2349,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_14_00,1011A-DMM-73A,11.9505,74.9997,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_14_00,1011A-DMM-73B,12.8301,74.9997,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_14_00,1011A-DMM-73C,21.5261,74.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_14_00,1011A-CMM-73B,4.8445,74.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-21,25.0561,99.9997,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-CMM-22,9.9469,99.9996,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-CMM-23,16.496,99.9995,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-CMM-71,7.5723,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-CMM-72,9.4362,74.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-CMM-73,8.9913,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-DLC-51,5.8981,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-DLC-52,11.3509,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-DLC-53,7.379,40.0556,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-DLD-11,36.8454,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-DLD-12,35.4245,100.1389,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-DLD-13,33.6577,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-DMM-21,16.5908,99.9997,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-DMM-22,5.9936,99.9996,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-DMM-23,17.2893,99.9995,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-DMM-71,11.0807,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_15_00,1011A-DMM-72,21.6268,74.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_15_00,1011A-DMM-73,9.7074,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_15_00,1011A-CMM-21A,14.6634,99.9997,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-21B,26.777,99.9997,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-21C,13.1186,99.9997,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_15_00,1011A-CMM-22A,8.2109,99.9996,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-22B,5.5417,99.9996,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-22C,52.8679,99.9996,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_15_00,1011A-CMM-23A,11.4131,99.9996,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-23B,6.6884,99.9996,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-23C,21.7802,99.9996,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_15_00,1011A-CMM-71A,6.877,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-71B,7.7151,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-71C,7.6245,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_15_00,1011A-CMM-72A,10.0538,74.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-72B,7.8732,74.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-72C,25.0809,74.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_15_00,1011A-CMM-73A,5.9349,74.9997,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_15_00,1011A-CMM-73B,7.1427,74.9997,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_15_00,1011A-CMM-73C,16.8291,74.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-21A,12.7281,99.9997,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-21B,15.0568,99.9997,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-21C,8.4691,99.9997,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-22A,8.6665,99.9996,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-22B,5.752,99.9996,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-22C,56.8316,99.9996,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-23A,16.1546,99.9996,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-23B,5.0193,99.9996,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-23C,22.01,99.9996,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-71A,7.3288,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-71B,6.1042,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-71C,7.7885,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-72A,15.5018,74.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-72B,9.6861,74.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-72C,18.4435,74.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_15_00,1011A-DMM-73A,10.5411,74.9997,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_15_00,1011A-DMM-73B,9.6791,74.9997,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_15_00,1011A-DMM-73C,16.1203,74.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-21,27.9543,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-CMM-22,7.3236,99.9996,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-CMM-23,20.7975,100.1385,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-CMM-71,12.132,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-CMM-72,16.6851,75.1039,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-CMM-73,12.3764,75.1039,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-DLC-51,6.1612,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-DLC-52,15.8317,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-DLC-53,7.4314,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-DLD-11,44.4786,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-DLD-12,34.1598,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-DLD-13,35.9497,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-DMM-21,13.483,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-DMM-22,6.8211,100.1385,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-DMM-23,15.4617,100.1385,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-DMM-71,10.7824,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_16_00,1011A-DMM-72,14.6329,74.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_16_00,1011A-DMM-73,8.3892,75.1039,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_16_00,1011A-CMM-21A,8.3771,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-21B,19.1699,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-21C,9.7625,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-22A,10.0945,99.9996,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-22B,8.1351,99.9996,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-22C,58.0416,99.9996,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-23A,14.2912,100.1385,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-23B,7.2622,100.1385,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-23C,22.8058,100.1385,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-71A,6.4396,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-71B,7.1352,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-71C,7.0143,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-72A,15.0893,75.1039,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-72B,10.335,75.1039,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-72C,22.6573,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_16_00,1011A-CMM-73A,6.8286,75.1039,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_16_00,1011A-CMM-73B,4.2501,75.1039,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_16_00,1011A-CMM-73C,12.4103,74.9997,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-21A,13.7329,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-21B,18.3767,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-21C,7.7474,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-22A,9.7531,100.1385,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-22B,15.6493,100.1385,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-22C,48.3877,100.1385,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-23A,17.3837,100.1385,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-23B,5.4804,100.1385,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-23C,14.9622,100.1385,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-71A,7.1742,74.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-71B,8.412,74.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-71C,6.9193,74.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-72A,19.8168,74.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-72B,13.7124,74.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-72C,26.268,74.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_16_00,1011A-DMM-73A,6.7998,75.1039,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_16_00,1011A-DMM-73B,5.6972,75.1039,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_16_00,1011A-DMM-73C,13.4958,75.1039,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_17_00,1011A-CMM-21,20.2604,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-CMM-22,15.4145,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-CMM-23,21.4994,99.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-CMM-71,12.4846,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-CMM-72,15.8472,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-CMM-73,10.7853,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-DLC-51,7.3893,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-DLC-52,8.9154,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-DLC-53,7.4985,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-DLD-11,37.6233,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-DLD-12,38.1316,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-DLD-13,42.1925,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-DMM-21,14.3011,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-DMM-22,5.4528,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-DMM-23,21.5531,99.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-DMM-71,9.9319,74.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_17_00,1011A-DMM-72,18.5099,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_17_00,1011A-DMM-73,10.8138,74.9997,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_17_00,1011A-CMM-21A,10.782,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_17_00,1011A-CMM-21B,19.7141,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_17_00,1011A-CMM-21C,10.8,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_17_00,1011A-CMM-22A,9.546,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_17_00,1011A-CMM-22B,6.337,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_17_00,1011A-CMM-22C,55.8554,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
