datetime,cellobject,DL_PRB_UTIL_NUM,DL_PRB_UTIL_DENOM,site,sector,sitesector,sitebeam,beam
2024_07_11_04_00,1011A-DLC-51,2.4843,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-DMM-21,2.4895,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-DMM-22,2.6375,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-DMM-23,7.7596,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_04_00,1011A-DMM-71,3.9218,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_04_00,1011A-DMM-72,5.1178,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_04_00,1011A-DMM-73,2.8467,75,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_04_00,1011A-CMM-21A,3.8085,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-21B,6.9513,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-21C,2.9388,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_04_00,1011A-CMM-22A,3.4242,99.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-22B,2.4687,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-23A,2.463,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-23B,2.6407,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-73A,2.4503,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_04_00,1011A-CMM-73B,2.4216,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_04_00,1011A-CMM-73C,4.6199,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-21B,7.8078,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-21C,4.6202,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-22B,2.7464,99.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-23A,3.0626,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-23B,2.4708,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-23C,2.7615,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_04_00,1011A-DMM-71B,4.155,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-72A,4.7609,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-73A,2.943,75,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_04_00,1011A-DMM-73B,2.826,75,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_04_00,1011A-DMM-73C,4.0188,75,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_05_00,1011A-CMM-23,3.0486,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-CMM-71,2.5928,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-DLC-52,3.6073,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-DLD-11,15.2156,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-DLD-12,10.3456,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-DLD-13,4.8867,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-DMM-21,2.7154,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-DMM-23,7.7028,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-CMM-21A,3.2968,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-22B,2.6328,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-22C,10.3589,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_05_00,1011A-CMM-71A,2.723,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-72C,8.2795,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-22A,2.8342,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_05_00,1011A-DMM-22C,5.6141,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-71A,5.2343,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_05_00,1011A-DMM-71C,4.1902,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-72A,4.7894,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-21,3.111,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-CMM-22,3.7559,99.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-CMM-72,4.0589,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-CMM-73,3.4202,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-DLC-51,2.6466,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-DLC-53,2.563,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-DMM-22,2.9615,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-DMM-71,7.8704,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_05_00,1011A-DMM-72,7.5402,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_05_00,1011A-DMM-73,2.6371,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_05_00,1011A-CMM-21B,7.9237,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-21C,4.6667,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_05_00,1011A-CMM-22A,3.6202,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-23A,2.7908,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-23B,2.7004,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-23C,3.4981,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_05_00,1011A-CMM-71B,3.4744,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-71C,2.8191,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_05_00,1011A-CMM-72A,5.5406,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-72B,3.7954,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-73A,2.4871,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_05_00,1011A-CMM-73B,2.4879,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_05_00,1011A-CMM-73C,3.1967,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-21A,3.0286,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_05_00,1011A-DMM-21B,10.4745,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-21C,3.4058,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-22B,2.6902,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-23A,2.6672,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_05_00,1011A-DMM-23B,2.4664,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-23C,2.7184,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-71B,3.3625,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-72B,4.0313,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-72C,9.0077,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_05_00,1011A-DMM-73A,4.7835,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_05_00,1011A-DMM-73B,2.5246,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_05_00,1011A-DMM-73C,3.5747,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-21,6.5362,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-CMM-23,5.4818,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-CMM-71,4.0865,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-CMM-72,5.4402,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-CMM-73,4.9411,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-DLC-51,3.9073,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-DLC-52,5.2268,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-DLC-53,3.5393,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-DLD-11,16.2505,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-DLD-12,9.2324,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-DLD-13,9.1735,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-DMM-21,5.9942,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-DMM-23,10.063,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-DMM-72,4.6158,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-CMM-21B,12.5429,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_06_00,1011A-CMM-21C,5.3857,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-22C,14.6334,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-23A,3.0682,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-23B,3.1702,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_06_00,1011A-CMM-23C,5.4155,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-71A,3.411,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-71C,3.632,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-72A,7.3583,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-72B,5.1586,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_06_00,1011A-CMM-72C,8.8533,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-73A,2.9016,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-73B,2.6493,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_06_00,1011A-CMM-73C,6.8199,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-21A,4.344,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-21B,12.7117,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-21C,5.7183,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-22A,3.4359,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-22B,5.5627,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-22C,12.5988,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-23B,3.1293,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-23C,4.6601,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-71A,4.0308,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-72C,9.8503,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-73C,4.8874,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_06_00,1011A-CMM-22,4.3108,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-DMM-22,6.3565,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_06_00,1011A-DMM-71,3.4177,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_06_00,1011A-DMM-73,3.1827,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_06_00,1011A-CMM-21A,3.1982,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-22A,4.3161,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_06_00,1011A-CMM-22B,3.4064,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_06_00,1011A-CMM-71B,4.0646,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-23A,3.3366,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-71B,6.3668,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-71C,4.651,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_06_00,1011A-DMM-72A,5.0054,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-72B,4.8809,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_06_00,1011A-DMM-73A,3.2859,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_06_00,1011A-DMM-73B,3.7266,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-21,5.2911,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-CMM-22,3.8484,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-CMM-23,9.8689,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-CMM-71,3.062,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-CMM-72,5.7542,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-CMM-73,4.3322,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-DLC-51,4.6949,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-DLC-52,10.5415,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-DLC-53,4.2593,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-DLD-11,31.8529,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-DLD-12,15.0967,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-DLD-13,15.0247,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-DMM-21,5.9232,99.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-DMM-22,4.0545,99.9997,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-DMM-23,7.6268,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-DMM-71,4.3279,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_07_00,1011A-DMM-72,5.4408,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_07_00,1011A-DMM-73,3.5375,74.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_07_00,1011A-CMM-21A,8.385,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-21B,16.4668,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-21C,6.2597,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_07_00,1011A-CMM-22A,5.4088,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-22B,4.5059,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-22C,34.2262,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_07_00,1011A-CMM-23A,3.5988,99.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-23B,3.7518,99.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-23C,13.9823,99.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_07_00,1011A-CMM-71A,3.8759,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-71B,4.008,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-71C,5.0925,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_07_00,1011A-CMM-72A,13.0867,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-72B,5.5685,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-72C,13.8453,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_07_00,1011A-CMM-73A,3.4461,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_07_00,1011A-CMM-73B,2.9169,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_07_00,1011A-CMM-73C,7.7752,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-21A,5.5335,99.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-21B,13.7699,99.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_07_00,1011A-DMM-21C,4.3944,99.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-22A,5.3878,99.9997,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-22B,7.0341,99.9997,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_07_00,1011A-DMM-22C,20.2167,99.9997,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-23A,3.5578,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-23B,3.3639,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_07_00,1011A-DMM-23C,11.2419,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-71A,4.914,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-71B,7.0008,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_07_00,1011A-DMM-71C,4.5075,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-72A,6.3751,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-72B,7.2865,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_07_00,1011A-DMM-72C,23.1562,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-73A,4.9408,74.9999,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_07_00,1011A-DMM-73C,9.0883,74.9999,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_07_00,1011A-DMM-73B,4.7378,74.9999,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_08_00,1011A-CMM-21,6.4283,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-CMM-22,4.0745,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-CMM-23,13.536,99.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-CMM-71,3.8958,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-CMM-72,8.2896,74.9999,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-CMM-73,5.3655,74.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-DLC-51,4.492,40,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-DLC-52,16.475,40,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-DLC-53,6.459,40,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-DLD-11,28.6144,100,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-DLD-12,15.56,100,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-DLD-13,28.4404,100,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-DMM-21,6.069,99.9998,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-DMM-23,11.3826,99.9999,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-DMM-71,4.5745,74.9999,1011A,Sector 1,1011A S1,1011A Beam 1,1
2024_07_11_08_00,1011A-DMM-72,8.8348,74.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-DMM-73,4.7441,74.9998,1011A,Sector 3,1011A S3,1011A Beam 3,3
2024_07_11_08_00,1011A-CMM-21A,6.9085,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_08_00,1011A-CMM-21B,12.3401,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_08_00,1011A-CMM-21C,5.4257,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_08_00,1011A-CMM-22A,4.7494,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_08_00,1011A-CMM-22B,4.6769,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_08_00,1011A-CMM-22C,41.9454,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_08_00,1011A-CMM-23A,4.6783,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_08_00,1011A-CMM-23C,47.9542,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_08_00,1011A-CMM-71A,4.3903,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_08_00,1011A-CMM-71B,5.7749,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_08_00,1011A-CMM-71C,3.4336,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_08_00,1011A-CMM-72A,5.7668,74.9999,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_08_00,1011A-CMM-72B,5.9301,74.9999,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_08_00,1011A-CMM-72C,12.7013,74.9999,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_08_00,1011A-CMM-73C,9.7433,74.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-21A,7.4841,99.9998,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-21B,9.9601,99.9998,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-21C,3.5502,99.9998,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-22A,6.585,99.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-22B,6.1839,99.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-22C,26.2947,99.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-23A,4.5726,99.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-23B,3.5534,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-23C,22.7842,99.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-71A,6.6899,74.9999,1011A,Sector 1,1011A S1,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-71B,8.9728,74.9999,1011A,Sector 1,1011A S1,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-71C,4.6275,74.9999,1011A,Sector 1,1011A S1,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-72A,8.7363,74.9998,1011A,Sector 2,1011A S2,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-72B,10.7627,74.9998,1011A,Sector 2,1011A S2,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-72C,30.6587,74.9998,1011A,Sector 2,1011A S2,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-73A,6.9046,74.9998,1011A,Sector 3,1011A S3,1011A Beam A,A
2024_07_11_08_00,1011A-DMM-73B,6.3195,74.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
2024_07_11_08_00,1011A-DMM-73C,8.7432,74.9998,1011A,Sector 3,1011A S3,1011A Beam C,C
2024_07_11_08_00,1011A-DMM-22,5.648,99.9998,1011A,Sector 2,1011A S2,1011A Beam 2,2
2024_07_11_08_00,1011A-CMM-23B,5.3665,99.9998,1011A,Sector 3,1011A S3,1011A Beam B,B
